Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone,Fußnote(n),DC,ZIP,comments,,
RP,Westerwaldkreis,07143293,Stahlhofen am Wiesensee,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143294,Steinebach an der Wied,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143295,Stein-Neukirch,2a,,07143,56479,covered by DC rule,,
RP,Westerwaldkreis,07143296,Stein-Wingert,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143297,Stockhausen-Illfurth,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143298,Stockum-Püschen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143299,Streithausen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143300,Unnau,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143301,Wahlrod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143302,Waigandshain,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143303,Waldmühlen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143304,Wallmerod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143305,Weidenhahn,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143306,Welkenbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143307,Weltersburg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143308,Westerburg,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143309,Westernohe,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143310,Wied,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143311,Willingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143312,Willmenrod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143313,Winkelbach,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143314,Winnen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143315,Zehnhausen bei Rennerod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143316,Zehnhausen bei Wallmerod,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143501,Elbingen,2,,07143,,covered by DC rule,,
RP,Westerwaldkreis,07143502,Mähren,2,,07143,,covered by DC rule,,
RP,Trier,07211000,Trier,2,,07211,,,,
RP,Bernkastel-Wittlich,alle,alle,2,,07231,,,,
RP,Bitburg-Prüm,alle,alle,2,,07232,,,,
RP,Vulkaneifel,alle,alle,2,,07233,,,,
RP,Trier-Saarburg,alle,alle,2,,07235,,,,
RP,Frankenthal (Pfalz),07311000,Frankenthal (Pfalz),1,,07311,,,,
RP,Kaiserslautern,07312000,Kaiserslautern,2,,07312,,,,
RP,Landau in der Pfalz,07313000,Landau in der Pfalz,2,,07313,,,,
RP,Ludwigshafen am Rhein,07314000,Ludwigshafen am Rhein,1,,07314,,,,
RP,Mainz,07315000,Mainz,1,,07315,,,,
RP,Neustadt an der Weinstraße,07316000,Neustadt an der Weinstraße,2,,07316,,,,
RP,Pirmasens,07317000,Pirmasens,2,,07317,,,,
RP,Speyer,07318000,Speyer,1,,07318,,,,
RP,Worms,07319000,Worms,1,,07319,,,,
RP,Zweibrücken,07320000,Zweibrücken,2,,07320,,,,
RP,Alzey-Worms,07331001,Albig,1,,07331,,default zone is 1,,
RP,Alzey-Worms,07331002,Alsheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331003,Alzey,2,,07331,55232,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331004,Armsheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331005,Bechenheim,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331006,Bechtheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331007,Bechtolsheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331008,Bermersheim vor der Höhe,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331009,Bermersheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331010,Biebelnheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331011,Hochborn,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331012,Bornheim,2,,07331,55237,covered by DC rule,,
RP,Alzey-Worms,07331014,Dintesheim,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331015,Dittelsheim-Heßloch,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331017,Eckelsheim,2,,07331,55599,covered by DC rule,,
RP,Alzey-Worms,07331018,Eich,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331019,Ensheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331020,Eppelsheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331021,Erbes-Büdesheim,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331022,Esselborn,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331023,Flörsheim-Dalsheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331024,Flomborn,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331025,Flonheim,2,,07331,55237,covered by DC rule,,
RP,Alzey-Worms,07331026,Framersheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331027,Freimersheim,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331028,Frettenheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331029,Gabsheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331030,Gau-Bickelheim,2,,07331,55599,covered by DC rule,,
RP,Alzey-Worms,07331031,Gau-Heppenheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331032,Gau-Odernheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331033,Gau-Weinheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331034,Gimbsheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331035,Gumbsheim,2,,07331,55597,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331036,Gundersheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331037,Gundheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331038,Hamm,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331039,Hangen-Weisheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331041,Hohen-Sülzen,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331042,Kettenheim,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331043,Lonsheim,2,,07331,55237,covered by DC rule,,
RP,Alzey-Worms,07331044,Mauchenheim,2,,07331,67294,covered by DC rule,,
RP,Alzey-Worms,07331045,Mettenheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331046,Mölsheim,2,,07331,67591,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331047,Mörstadt,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331048,Monsheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331049,Monzernheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331050,Nack,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331051,Nieder-Wiesen,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331052,Ober-Flörsheim,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331053,Offenheim,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331054,Offstein,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331055,Osthofen,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331056,Partenheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331058,Saulheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331059,Schornsheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331060,Siefersheim,2,,07331,55599,covered by DC rule,,
RP,Alzey-Worms,07331061,Spiesheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331062,Stein-Bockenheim,2,,07331,55599,covered by DC rule,,
RP,Alzey-Worms,07331063,Sulzheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331064,Udenheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331065,Vendersheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331066,Wachenheim,2,,07331,67591,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331067,Wahlheim,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331068,Wallertheim,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331070,Wendelsheim,2,,07331,55234,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331071,Westhofen,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331072,Wöllstein,2,,07331,55597,covered by DC rule,,ambiguous
RP,Alzey-Worms,07331073,Wörrstadt,1,,07331,,covered by DC rule,,
RP,Alzey-Worms,07331075,Wonsheim,2,,07331,55599,covered by DC rule,,
RP,Bad Dürkheim,07332001,Altleiningen,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332002,Bad Dürkheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332003,Battenberg (Pfalz),2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332004,Bissersheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332005,Bobenheim am Berg,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332006,Bockenheim an der Weinstraße,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332007,Carlsberg,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332008,Dackenheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332009,Deidesheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332010,Dirmstein,1,,07332,67246,default zone is 1,,
RP,Bad Dürkheim,07332012,Ebertsheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332013,Ellerstadt,1,,07332,67158,covered by DC rule,,
RP,Bad Dürkheim,07332014,Elmstein,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332015,Erpolzheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332016,Esthal,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332017,Forst an der Weinstraße,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332018,Frankeneck,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332019,Freinsheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332020,Friedelsheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332021,Gerolsheim,1,,07332,67229,covered by DC rule,,ambiguous
RP,Bad Dürkheim,07332022,Gönnheim,1,,07332,67161,covered by DC rule,,
RP,Bad Dürkheim,07332023,Großkarlbach,2,,07332,67229,covered by DC rule,,ambiguous
RP,Bad Dürkheim,07332024,Grünstadt,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332025,Haßloch,1,,07332,67454,covered by DC rule,,
RP,Bad Dürkheim,07332026,Herxheim am Berg,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332027,Hettenleidelheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332028,Kallstadt,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332029,Kindenheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332030,Kirchheim an der Weinstraße,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332031,Kleinkarlbach,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332032,Lambrecht (Pfalz),2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332033,Laumersheim,1,,07332,67229,covered by DC rule,,ambiguous
RP,Bad Dürkheim,07332034,Lindenberg,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332035,Meckenheim,1,,07332,67149,covered by DC rule,,
RP,Bad Dürkheim,07332036,Mertesheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332037,Neidenfels,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332038,Neuleiningen,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332039,Niederkirchen bei Deidesheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332040,Obersülzen,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332041,Obrigheim (Pfalz),2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332042,Quirnheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332043,Ruppertsberg,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332044,Tiefenthal,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332046,Wachenheim an der Weinstraße,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332047,Wattenheim,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332048,Weidenthal,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332049,Weisenheim am Berg,2,,07332,,covered by DC rule,,
RP,Bad Dürkheim,07332050,Weisenheim am Sand,1,2 (Exklaven in SLZ 2),07332,67256,covered by DC rule,,
RP,Donnersbergkreis,alle,alle,2,,07333,,,,
RP,Germersheim,alle,alle,1,,07334,,,,
RP,Kaiserslautern,alle,alle,2,,07335,,,,
RP,Kusel,alle,alle,2,,07336,,,,
RP,Südliche Weinstraße,07337001,Albersweiler,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337002,Altdorf,1,3 (Exklaven in SLZ 2),07337,67482,covered by DC rule,,
RP,Südliche Weinstraße,07337005,Bad Bergzabern,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337006,Barbelroth,1,,07337,76889,default zone is 1,,
RP,Südliche Weinstraße,07337007,Billigheim-Ingenheim,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337008,Birkenhördt,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337009,Birkweiler,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337011,Böbingen,1,4 (Exklaven in SLZ 2),07337,67482,covered by DC rule,,
RP,Südliche Weinstraße,07337012,Böchingen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337013,Böllenborn,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337014,Bornheim,1,,07337,76879,covered by DC rule,,
RP,Südliche Weinstraße,07337015,Burrweiler,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337017,Dernbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337018,Dierbach,1,,07337,76889,covered by DC rule,,
RP,Südliche Weinstraße,07337019,Dörrenbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337020,Edenkoben,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337021,Edesheim,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337022,Eschbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337023,Essingen,1,,07337,76879,covered by DC rule,,
RP,Südliche Weinstraße,07337024,Eußerthal,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337025,Flemlingen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337026,Frankweiler,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337027,Freimersheim (Pfalz),1,,07337,67482,covered by DC rule,,
RP,Südliche Weinstraße,07337028,Gleisweiler,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337029,Gleiszellen-Gleishorbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337031,Göcklingen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337032,Gommersheim,1,5 Exklaven in SLZ 2),07337,67377,covered by DC rule,,
RP,Südliche Weinstraße,07337033,Gossersweiler-Stein,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337035,Großfischlingen,2,,07337,67483,covered by DC rule,,ambiguous
RP,Südliche Weinstraße,07337036,Hainfeld,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337037,Hergersweiler,1,,07337,76872,covered by DC rule,,
RP,Südliche Weinstraße,07337038,Herxheim bei Landau/Pfalz,1,,07337,76863,covered by DC rule,,
RP,Südliche Weinstraße,07337039,Herxheimweyher,1,,07337,76863,covered by DC rule,,
RP,Südliche Weinstraße,07337040,Heuchelheim-Klingen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337041,Hochstadt (Pfalz),1,,07337,76879,covered by DC rule,,
RP,Südliche Weinstraße,07337042,Ilbesheim bei Landau in der Pfalz,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337043,Impflingen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337044,Insheim,1,,07337,76865,covered by DC rule,,
RP,Südliche Weinstraße,07337045,Kapellen-Drusweiler,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337046,Kapsweyer,1,,07337,76889,covered by DC rule,,
RP,Südliche Weinstraße,07337047,Kirrweiler (Pfalz),2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337048,Kleinfischlingen,1,,07337,67483,covered by DC rule,,
RP,Südliche Weinstraße,07337049,Klingenmünster,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337050,Knöringen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337051,Leinsweiler,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337052,Maikammer,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337054,Münchweiler am Klingbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337055,Niederhorbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337056,Niederotterbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337058,Oberhausen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337059,Oberotterbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337060,Oberschlettenbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337061,Offenbach an der Queich,1,,07337,76877,covered by DC rule,,
RP,Südliche Weinstraße,07337062,Pleisweiler-Oberhofen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337064,Ramberg,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337065,Ranschbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337066,Rhodt unter Rietburg,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337067,Rinnthal,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337068,Rohrbach,1,,07337,76865,covered by DC rule,,
RP,Südliche Weinstraße,07337069,Roschbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337070,Sankt Martin,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337071,Schweigen-Rechtenbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337072,Schweighofen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337073,Siebeldingen,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337074,Silz,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337076,Steinfeld,1,,07337,76889,covered by DC rule,,
RP,Südliche Weinstraße,07337077,Venningen,2,,07337,67482,covered by DC rule,,ambiguous
RP,Südliche Weinstraße,07337078,Völkersweiler,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337079,Vorderweidenthal,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337080,Waldhambach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337081,Waldrohrbach,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337082,Walsheim,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337083,Wernersberg,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337084,Weyher in der Pfalz,2,,07337,,covered by DC rule,,
RP,Südliche Weinstraße,07337501,Annweiler am Trifels,2,,07337,,covered by DC rule,,
RP,Rhein-Pfalz,alle,alle,1,,07338,,,,
RP,Mainz-Bingen,07339001,Appenheim,1,,07339,,default zone is 1,,
RP,Mainz-Bingen,07339002,Aspisheim,1,,07339,55459,covered by DC rule,,
RP,Mainz-Bingen,07339003,Bacharach,2,,07339,55422,covered by DC rule,,
RP,Mainz-Bingen,07339004,Badenheim,2,,07339,55576,covered by DC rule,,
RP,Mainz-Bingen,07339005,Bingen am Rhein,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339006,Bodenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339007,Breitscheid,2,,07339,55422,covered by DC rule,,
RP,Mainz-Bingen,07339008,Bubenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339009,Budenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339010,Dalheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339011,Dexheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339012,Dienheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339013,Dolgesheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339015,Eimsheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339016,Engelstadt,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339017,Essenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339018,Friesenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339019,Gau-Algesheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339020,Gau-Bischofsheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339021,Gensingen,2,,07339,55457,covered by DC rule,,ambiguous
RP,Mainz-Bingen,07339022,Grolsheim,2,,07339,55459,covered by DC rule,,ambiguous
RP,Mainz-Bingen,07339024,Guntersblum,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339025,Hahnheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339026,Harxheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339027,Heidesheim am Rhein,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339028,Hillesheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339029,Horrweiler,1,,07339,55457,covered by DC rule,,
RP,Mainz-Bingen,07339030,Ingelheim am Rhein,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339031,Jugenheim in Rheinhessen,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339032,Klein-Winternheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339033,Köngernheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339034,Lörzweiler,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339035,Ludwigshöhe,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339036,Manubach,2,,07339,55413,covered by DC rule,,ambiguous
RP,Mainz-Bingen,07339037,Mommenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339038,Münster-Sarmsheim,2,,07339,55424,covered by DC rule,,
RP,Mainz-Bingen,07339039,Nackenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339040,Niederheimbach,1,,07339,55413,covered by DC rule,,
RP,Mainz-Bingen,07339041,Nieder-Hilbersheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339042,Nieder-Olm,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339043,Nierstein,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339044,Oberdiebach,2,,07339,55413,covered by DC rule,,ambiguous
RP,Mainz-Bingen,07339045,Oberheimbach,2,,07339,55413,covered by DC rule,,ambiguous
RP,Mainz-Bingen,07339046,Ober-Hilbersheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339047,Ober-Olm,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339048,Ockenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339049,Oppenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339050,Sankt Johann,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339051,Schwabenheim an der Selz,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339053,Selzen,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339054,Sörgenloch,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339056,Sprendlingen,2,,07339,55576,covered by DC rule,,
RP,Mainz-Bingen,07339057,Stadecken-Elsheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339058,Trechtingshausen,1,,07339,55413,covered by DC rule,,
RP,Mainz-Bingen,07339059,Uelversheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339060,Undenheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339061,Wackernheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339062,Waldalgesheim,2,,07339,55425,covered by DC rule,,
RP,Mainz-Bingen,07339063,Weiler bei Bingen,2,,07339,55413,covered by DC rule,,ambiguous
RP,Mainz-Bingen,07339064,Weinolsheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339065,Welgesheim,2,,07339,55576,covered by DC rule,,
RP,Mainz-Bingen,07339066,Wintersheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339067,Zornheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339068,Zotzenheim,2,,07339,55576,covered by DC rule,,
RP,Mainz-Bingen,07339201,Dorn-Dürkheim,1,,07339,,covered by DC rule,,
RP,Mainz-Bingen,07339202,Wolfsheim,1,,07339,,covered by DC rule,,
RP,Südwestpfalz,alle,alle,2,,07340,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
FN 1,Pohl,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
FN 2,Weisenheim am Sand,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
FN 3,Altdorf,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
