Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone,Fußnote(n),DC,ZIP,comments
RP,Mainz-Bingen,07339003,Bacharach,2,,,,
RP,Mainz-Bingen,07339004,Badenheim,2,,,,
RP,Mainz-Bingen,07339005,Bingen am Rhein,1,,,,
RP,Mainz-Bingen,07339006,Bodenheim,1,,,,
RP,Mainz-Bingen,07339007,Breitscheid,2,,,,
RP,Mainz-Bingen,07339008,Bubenheim,1,,,,
RP,Mainz-Bingen,07339009,Budenheim,1,,,,
RP,Mainz-Bingen,07339010,Dalheim,1,,,,
RP,Mainz-Bingen,07339011,Dexheim,1,,,,
RP,Mainz-Bingen,07339012,Dienheim,1,,,,
RP,Mainz-Bingen,07339013,Dolgesheim,1,,,,
RP,Mainz-Bingen,07339015,Eimsheim,1,,,,
RP,Mainz-Bingen,07339016,Engelstadt,1,,,,
RP,Mainz-Bingen,07339017,Essenheim,1,,,,
RP,Mainz-Bingen,07339018,Friesenheim,1,,,,
RP,Mainz-Bingen,07339019,Gau-Algesheim,1,,,,
RP,Mainz-Bingen,07339020,Gau-Bischofsheim,1,,,,
RP,Mainz-Bingen,07339021,Gensingen,2,,,,
RP,Mainz-Bingen,07339022,Grolsheim,2,,,,
RP,Mainz-Bingen,07339024,Guntersblum,1,,,,
RP,Mainz-Bingen,07339025,Hahnheim,1,,,,
RP,Mainz-Bingen,07339026,Harxheim,1,,,,
RP,Mainz-Bingen,07339027,Heidesheim am Rhein,1,,,,
RP,Mainz-Bingen,07339028,Hillesheim,1,,,,
RP,Mainz-Bingen,07339029,Horrweiler,1,,,,
RP,Mainz-Bingen,07339030,Ingelheim am Rhein,1,,,,
RP,Mainz-Bingen,07339031,Jugenheim in Rheinhessen,1,,,,
RP,Mainz-Bingen,07339032,Klein-Winternheim,1,,,,
RP,Mainz-Bingen,07339033,Köngernheim,1,,,,
RP,Mainz-Bingen,07339034,Lörzweiler,1,,,,
RP,Mainz-Bingen,07339035,Ludwigshöhe,1,,,,
RP,Mainz-Bingen,07339036,Manubach,2,,,,
RP,Mainz-Bingen,07339037,Mommenheim,1,,,,
RP,Mainz-Bingen,07339038,Münster-Sarmsheim,2,,,,
RP,Mainz-Bingen,07339039,Nackenheim,1,,,,
RP,Mainz-Bingen,07339040,Niederheimbach,1,,,,
RP,Mainz-Bingen,07339041,Nieder-Hilbersheim,1,,,,
RP,Mainz-Bingen,07339042,Nieder-Olm,1,,,,
RP,Mainz-Bingen,07339043,Nierstein,1,,,,
RP,Mainz-Bingen,07339044,Oberdiebach,2,,,,
RP,Mainz-Bingen,07339045,Oberheimbach,2,,,,
RP,Mainz-Bingen,07339046,Ober-Hilbersheim,1,,,,
RP,Mainz-Bingen,07339047,Ober-Olm,1,,,,
RP,Mainz-Bingen,07339048,Ockenheim,1,,,,
RP,Mainz-Bingen,07339049,Oppenheim,1,,,,
RP,Mainz-Bingen,07339050,Sankt Johann,1,,,,
RP,Mainz-Bingen,07339051,Schwabenheim an der Selz,1,,,,
RP,Mainz-Bingen,07339053,Selzen,1,,,,
RP,Mainz-Bingen,07339054,Sörgenloch,1,,,,
RP,Mainz-Bingen,07339056,Sprendlingen,2,,,,
RP,Mainz-Bingen,07339057,Stadecken-Elsheim,1,,,,
RP,Mainz-Bingen,07339058,Trechtingshausen,1,,,,
RP,Mainz-Bingen,07339059,Uelversheim,1,,,,
RP,Mainz-Bingen,07339060,Undenheim,1,,,,
RP,Mainz-Bingen,07339061,Wackernheim,1,,,,
RP,Mainz-Bingen,07339062,Waldalgesheim,2,,,,
RP,Mainz-Bingen,07339063,Weiler bei Bingen,2,,,,
RP,Mainz-Bingen,07339064,Weinolsheim,1,,,,
RP,Mainz-Bingen,07339065,Welgesheim,2,,,,
RP,Mainz-Bingen,07339066,Wintersheim,1,,,,
RP,Mainz-Bingen,07339067,Zornheim,1,,,,
RP,Mainz-Bingen,07339068,Zotzenheim,2,,,,
RP,Mainz-Bingen,07339201,Dorn-Dürkheim,1,,,,
RP,Mainz-Bingen,07339202,Wolfsheim,1,,,,
RP,Südwestpfalz,alle,alle,2,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
FN 1,Pohl,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
FN 2,Weisenheim am Sand,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
FN 3,Altdorf,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
FN 4,Böbingen,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
FN 5,Gommersheim,,,,,,,
